source_path,config_kind,environment,environment_source,hostname,evidence_class,repo_branch,repo_commit,sha256,captured_at,size_bytes,parse_status,parse_error,accepted
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/spring/application-common.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,db1a7d563a846b09a7be23cdc71a4cd750e5ddc8ef7fe3300787947c60210691,2026-06-12T22:32:22,2445,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/spring/campaign/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,1f45e850ad798ceb1dcd9c7b8ac157597b541cfc938391cda50714dc01ae3384,2026-06-12T22:16:42,424,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/spring/customer/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,ca1db17ad3345e99ee7275cf9a1c8e8ebc9e4d43ea98f667c667bbaaec41f21a,2026-06-12T22:16:42,424,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/spring/event/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,f4102b67f5603c1470b764a43ff7549974eaa8f5e1b60933189729ad28288aae,2026-06-12T22:16:42,409,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/spring/platform/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,29879b0a64ebcfdecb616e3626b6ceba3a3016db114710bd2f4dfd229278f38f,2026-06-12T22:16:42,424,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/spring/support/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,81c2df38420d471de72dc842c5fad2eb3d877af273b6652dd6a1e633ed818e5c,2026-06-12T22:16:42,419,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/tomcat/bin/setenv.sh,TOMCAT_SETENV,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,c480ef86f6f6d4fd72c24c8b943ad22416553e2a92cc2bb03bb09d4d299e0ca1,2026-06-12T22:16:42,1481,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/MSA Style/tomcat/common/server.xml,TOMCAT_SERVER,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,369a2a9e2d7dc1d8d3d03d9fae26eaa73fa2b9871a05e3efa4a647390763782a,2026-06-12T22:32:22,2834,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/00-mpm.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,3f9eb53496d98d8c168293bfedd50d495a35a731e56d4c541a74b736f2253639,2026-06-13T08:11:52,398,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/10-security.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,6acbfea9e55d7a2efc4c3c24c358f2b64b5997e2d1edb8cedc0c3928e754f65b,2026-06-13T08:11:52,431,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/20-ssl.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,8cdaba4e086adf780ef1cb814acc343183e7143c4253ac4e4490b4f6af848157,2026-06-13T08:11:52,346,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/30-proxy-common.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,2cc472d1df22322e25b615b39179f056905cdb29ba9c48dd78727fed7fb5a3fe,2026-06-13T08:11:52,477,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/40-balancer-nsight.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,fa62136daf6f10308a91e7da37a5ba986dfb8000921592b79a29efa5d0863a77,2026-06-13T09:23:06,704,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/50-logging.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,e03ee2ec454b468ec43ddc4bdab4eaed73efed308a4d1af43d41b8ab6545a29c,2026-06-13T08:11:52,431,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/conf.d/90-status.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,ba7b31225769eee81e44604f25537b68d95e50b105bb9a983df2a4309f1c501c,2026-06-13T08:11:52,309,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/apache/httpd.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,2371ceb0f9c9346b81d9dc2777a8278d1de136e0df92af7b317ff47c858aec16,2026-06-13T09:23:44,1522,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-cache.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,c575f80b7c92ba5b262a3236621b6ffe72b204bc383068930e98ab92b7be8b86,2026-06-13T08:30:36,268,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-datasource.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,d007d0f52a39c7ba871dee45e6952293e3b44d7b172cdaa2c1158515f1cb03df,2026-06-13T09:24:22,2359,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-management.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,f5413f4d212f218c289254dd5bed95b462a31c7015f8b123bc6bf9a3ea0242c6,2026-06-13T08:30:36,820,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-mybatis.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,dbc183425c9ffd2ed04c47d4792145857c7efa79dc22976fd788298394582e4a,2026-06-13T08:30:36,547,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-security.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,7f03dadba0d60a08eea2cf66f433ade217f301333130f851828553becb2e0aac,2026-06-13T08:30:36,606,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-session-jdbc.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,f75d275424ad745156a2244ae5f90e92b3bcb6ad7e240772e3f75c747bbe8aca,2026-06-13T08:30:36,1129,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application-transaction.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,c7bd0654e5a6371769bb57a07818c97f16377abc2502134a25f0aacf5631f2e9,2026-06-13T08:30:36,395,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/common/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,3b8edb6bfec57930b7deb4ea89d1702800fd199d85d4e875053a001bd3eb9d78,2026-06-13T08:30:36,810,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/dev/application-dev.yml,SPRING,DEV,INFERRED_FROM_FILENAME,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,ed78622dbf7132ae397b8af0ca4eaf63086a044551dcbecdfe63f4ebccc2468f,2026-06-13T09:24:26,1265,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/prd/application-prd.yml,SPRING,PROD,INFERRED_FROM_FILENAME,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,67ae6eaf0ff17c05342f4dbb113f69ee60333a26665e178975678abd2dc270ce,2026-06-13T08:30:36,454,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/config/stg/application-stg.yml,SPRING,STG,INFERRED_FROM_FILENAME,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,ad48d45c62264885423841854241d6c00e9320f4865e24da9ce9ab7137cd0aca,2026-06-13T09:25:16,548,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/spring/java-config/src/main/resources/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,109ecc1ea417435da5eedb5d5825b7ce320d68115dda23a2f6f5fd7ffd907ea3,2026-06-13T09:25:34,144,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/tomcat/bin/setenv.sh,TOMCAT_SETENV,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,ab9d8c8ce5a8c0beb3cd37ed78c3d7357b714389f0685eb1800bf223a9f34f3f,2026-06-13T09:25:46,1558,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_env_config_one/nsight_system_manual/tomcat/conf/server.xml,TOMCAT_SERVER,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,main,4aed7fbdcd97f30e65ef6cbb72a975644e3803eb,894edeb95b984c379ff1eb43df58d3518cffb66f0615caf0a9e08f7bbbe22390,2026-06-13T09:23:02,1823,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/00-mpm.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,7206ad25f468f619593715f44c4695b13e47031a9d7f5f4005bd1db854285d00,2026-07-17T15:08:20,410,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/10-security.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,5abacc0ac5bd4fc415821db458391e0708cd96326c82c85e1b1efb1203daf57b,2026-07-17T15:08:20,443,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/20-ssl.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,4a24f5ddde242b1ed40248f1b949188aa59d334b3973d0fc663d94d7aa486a32,2026-07-17T15:08:20,355,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/30-proxy-common.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,e651f3a14f460fce8dac85f5f0d4accfaa0e35b47464f51befff6a6a06221704,2026-07-17T15:08:20,491,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/40-balancer-nsight.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,99db7cc5b7c3a0ac0f3d70b695f7682a6dbb0dd9a321301d4dfa7599e0e1dce0,2026-07-17T15:08:20,707,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/50-logging.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,9729f1a8eae1423b0badb0ec01052f1bc21dfcfd615032abe9e21b623d2bf7d1,2026-07-17T15:08:20,440,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/conf.d/90-status.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,cfb9096be25b15beff6688383084db7cdf069bc0833afb0f0518f3954785a6c9,2026-07-17T15:08:20,320,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/apache/httpd.conf,APACHE,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,22a5718ce25efed04ddc7a7bab704263a13e9e0081aaf271a7e3198e4d8b6ae0,2026-07-17T15:08:20,1552,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-cache.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,52fb5e5ee79adc2c6f95765c84b016e8e954138e00041343c3c83695e72497a7,2026-07-17T15:08:20,281,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-datasource.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,bbc904ce268396828699da88bd735aaa6c933a37fbbb7424d9c9fa295c2f6959,2026-07-17T15:08:20,2233,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-management.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,072d71dea2f2e7f40158e1de326a916e1f83078b67014ac97ea02a4668e20cbf,2026-07-17T15:08:20,861,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-mybatis.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,f637d5bd18acf0e4968cd77bb53cc32b190ca8016c7b0fc8666f85d39419521e,2026-07-17T15:08:20,568,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-security.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,3d152444fc65a678a88f44bd588d1c8550452af88c3de832546f84f56721ba2a,2026-07-17T15:08:20,638,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-session-jdbc.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,16bfc99cbbc98803d55bbbcfb0049fda065bd8e6661e432dafa787e04b9650e3,2026-07-17T15:08:20,1180,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application-transaction.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,838377b3da203ffab0738cfee6a399f40a89b2c7e231ef4763e79cbd126ad9b7,2026-07-17T15:08:20,413,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/common/application.yml,SPRING,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,7f21ebf1278d1b30127c391b3e2d9c6af6d7f981b59e0898bc3e99d1adb0c4dc,2026-07-17T15:08:20,855,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/dev/application-dev.yml,SPRING,DEV,INFERRED_FROM_FILENAME,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,068e404e12f1a8376a09027c4d045e39c3916c78f3c7aab70cd7029f4232d5a7,2026-07-17T15:08:20,345,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/prd/application-prd.yml,SPRING,PROD,INFERRED_FROM_FILENAME,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,6fe2be5e99e7c213ba9a1ef834a2d1e3b319e1fd2151c1c272a2d31f441460f2,2026-07-17T15:08:20,481,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/spring/config/stg/application-stg.yml,SPRING,STG,INFERRED_FROM_FILENAME,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,ce0f4e23a2195b69033f8949fb71f9606d793311bdad41ab3a2298435ad1823c,2026-07-17T15:08:20,253,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/tomcat/bin/setenv.sh,TOMCAT_SETENV,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,946aee6cea42c49452354c0a22f141a09c0b58d0c3d9a84ddc86c36075187bb8,2026-06-13T08:17:18,1228,PASS,,False
nsight-tcf-framework/nsight-tcf-framework/znsight-config-info/nsight_system_manual/tomcat/conf/server.xml,TOMCAT_SERVER,UNKNOWN,UNKNOWN,UNKNOWN,REFERENCE_CONFIG,UNKNOWN,UNKNOWN,851dfecacd90ae4f3e29faf0d84b8a124cca3536f9d83a921545c0ebe45d1a12,2026-07-17T15:08:20,2610,PASS,,False
